datetime,price1,price2,kalman_beta,kalman_spread,kalman_zscore,static_spread,static_zscore
2021-08-24 11:15:00,61.63,160.3,0.3844675477995271,-0.00014791226418964243,-0.2258622982712978,-45.61568304480122,-1.6714790980019292
2021-08-24 11:30:00,61.59,160.26,0.3843135885277147,-9.569745154891507e-05,-0.14095165137016608,-45.62892180137145,-1.6779321812846666
2021-08-24 11:45:00,61.54,160.34,0.38381135102051417,-0.0003120226292452344,-0.4935983146964573,-45.732444288231,-1.7283930554458622
2021-08-24 12:00:00,61.52,160.34,0.3836851590306768,-7.839897871519952e-05,-0.11296096772267379,-45.752444288231,-1.738141830942271
2021-08-24 12:15:00,61.575,160.49,0.38366882757008064,-1.013672224559059e-05,-0.002356295128835305,-45.79779895109263,-1.7602494522399441
2021-08-24 12:30:00,61.6475,160.705,0.3836068474475166,-3.841905316193106e-05,-0.04936014882683757,-45.869140634527646,-1.7950241550071424
2021-08-24 12:45:00,61.64,160.66,0.3836671394032361,3.7383476090724344e-05,0.0747989385605685,-45.84653423566914,-1.7840049196444476
2021-08-24 13:00:00,61.74,160.8188,0.38390940570161614,0.00015006635292991177,0.2590015350942298,-45.85277637208534,-1.7870475789714217
2021-08-24 13:15:00,61.685,160.77,0.38368562950923457,-0.0001386561996454816,-0.2113497412110895,-45.875127655101025,-1.7979424609802555
2021-08-24 13:30:00,61.7873,160.87,0.3840806575833459,0.0002446145671441968,0.4147355480326453,-45.83973076367543,-1.7806886435913096
2021-08-24 13:45:00,61.795,160.71,0.38451081677935517,0.0002666353898277407,0.45028754992068515,-45.724985789956364,-1.724757494184872
2021-08-24 14:00:00,61.85,161.02,0.3841152943227409,-0.00024469184774034147,-0.3853937242148623,-45.87738542653708,-1.7990429863228716
2021-08-24 14:15:00,61.775,160.83,0.38410127887269746,-8.681095941653894e-06,0.0010328786778052933,-45.825269520245676,-1.7736396728115273
2021-08-24 14:30:00,61.79,160.85,0.38414654625651123,2.8034640166652025e-05,0.06083132552051589,-45.82365014196055,-1.772850325044254
2021-08-24 14:45:00,61.79,160.85,0.3841467198786051,1.0752636825372974e-07,0.015192154422675923,-45.82365014196055,-1.772850325044254
2021-08-24 15:00:00,61.7354,160.65,0.3842845597741858,8.547227704980287e-05,0.15458170895925874,-45.744443924811705,-1.7342421435990523
2021-08-24 15:15:00,61.805,160.79,0.38438297796007836,6.0973799001828866e-05,0.11482060555733983,-45.7685082768159,-1.7459720418568274
