ticker1,ticker2,beta_2021,spread_mean_2021,spread_std_2021,coint_pvalue_2021,halflife_bars,halflife_days,zscore_max_abs,zscore_pct_within_2sigma,data_start,data_end,num_observations
VLO,PBF,2.3335559588817776,41.52214914430076,1.9820264515639112,0.0009192690366307,95.23670580488584,3.6629502232648403,14.870777263720319,41.19723714504989,2020-12-31 11:00:00,2024-12-31 10:45:00,26060
