ticker1,ticker2,beta_2021,spread_mean_2021,spread_std_2021,coint_pvalue_2021,halflife_bars,halflife_days,zscore_max_abs,zscore_pct_within_2sigma,data_start,data_end,num_observations
AEP,WEC,0.7859243687081678,12.562578495042203,1.2985137849058455,0.0092096451015639,141.83313479550048,5.455120569057711,14.661183037863157,40.2356643893452,2020-12-31 11:00:00,2024-12-31 10:45:00,26054
