ticker1,ticker2,beta_2021,spread_mean_2021,spread_std_2021,coint_pvalue_2021,halflife_bars,halflife_days,zscore_max_abs,zscore_pct_within_2sigma,data_start,data_end,num_observations
MAA,CPT,1.1727510611716168,14.197905669550957,2.327816648943553,0.0087057232790853,105.9548453546581,4.075186359794542,7.67451394423025,72.74366845740599,2020-12-31 11:00:00,2024-12-31 10:45:00,26060
