ticker1,ticker2,beta_2021,spread_mean_2021,spread_std_2021,coint_pvalue_2021,halflife_bars,halflife_days,zscore_max_abs,zscore_pct_within_2sigma,data_start,data_end,num_observations
MET,TRV,0.6690310857442372,-42.19987258946342,2.0655909372139396,0.001655665858152,131.8400945998979,5.070772869226842,24.41514853364973,36.02701354514409,2020-12-31 11:00:00,2024-12-31 10:45:00,26061
