ticker1,ticker2,beta_2021,spread_mean_2021,spread_std_2021,coint_pvalue_2021,halflife_bars,halflife_days,zscore_max_abs,zscore_pct_within_2sigma,data_start,data_end,num_observations
CLF,SCCO,-0.2663315330760116,37.727770285971985,2.44402881137469,0.0052158892687975,160.78893565200312,6.18418983276935,6.909171811094748,66.49789029535866,2020-12-31 11:00:00,2024-12-31 10:45:00,26070
