datetime,price1,price2,enhanced_mu,enhanced_gamma,enhanced_spread,enhanced_zscore,delta
2020-12-31 11:00:00,46.78,139.3,-50.55177513307434,0.6987583176007796,-0.005258508714256038,,5e-07
2020-12-31 11:15:00,46.83,139.42,-50.55179492561214,0.6986181935978373,-0.019553625798323537,,5e-07
2020-12-31 11:30:00,46.8,139.245,-50.55170962280274,0.6987914036555577,0.04850062078460127,,5e-07
2020-12-31 11:45:00,46.85,139.51,-50.551662624647065,0.6986353514292363,-0.06495525324567808,,5e-07
2020-12-31 12:00:00,46.86,139.6083,-50.55153957304539,0.6984566528853943,-0.09880635997461695,,5e-07
2020-12-31 12:15:00,46.777,139.5,-50.55152014398107,0.6983292781881145,-0.08841416326090012,,5e-07
2020-12-31 12:30:00,46.8,139.45,-50.551524724034486,0.6982979606480189,-0.02612588833174101,,5e-07
2020-12-31 12:45:00,46.83,139.415,-50.5515147912829,0.6983233831229121,0.02476033320211002,,5e-07
2020-12-31 13:00:00,46.865,139.6,-50.551454819555836,0.6982672500134897,-0.061653282327313264,,5e-07
2020-12-31 13:15:00,46.775,139.37,-50.55144852124719,0.6982736662628537,0.008047654193262588,,5e-07
2020-12-31 13:30:00,46.68,139.25,-50.551453008098534,0.6982716220561783,-0.002870363224296568,,5e-07
2020-12-31 13:45:00,46.72,139.43,-50.551463731443,0.6982181787874707,-0.08109693689404907,,5e-07
2020-12-31 14:00:00,46.88,139.67,-50.55133325809095,0.6981676044808491,-0.08173605974923959,,5e-07
2020-12-31 14:15:00,46.915,139.7,-50.55122747390152,0.6981315863249044,-0.06275513568761681,,5e-07
2020-12-31 14:30:00,46.985,139.83,-50.551033495674716,0.6980894680832909,-0.07781682641186194,,5e-07
2020-12-31 14:45:00,46.95,139.89,-50.55063512692829,0.6980156961389954,-0.14478060595576636,,5e-07
2020-12-31 15:00:00,47.06,139.83,-50.55064943883746,0.6980188683132463,0.006671082596220401,,5e-07
2020-12-31 15:15:00,47.07,140.12,-50.54993348561613,0.6979375543439804,-0.17507662906240284,,5e-07
2020-12-31 15:30:00,46.901,139.74,-50.54984872384689,0.6979062997027973,-0.07457759662199948,,5e-07
2020-12-31 15:45:00,46.94,140.37,-50.54733574437195,0.6977115844706574,-0.4504393677742371,-3.5956059066522807,5e-07
2021-01-04 09:30:00,46.95,139.74,-50.547335087816336,0.6977112681365986,-0.0008375215919471657,0.6467927270550763,5e-07
2021-01-04 09:45:00,46.92,138.95,-50.54490385662025,0.6978692375568533,0.4959732980955067,3.4228278269513615,5e-07
2021-01-04 10:00:00,46.58,138.82,-50.54358392046263,0.6979395711264572,0.2356126566878416,1.619095310405744,5e-07
2021-01-04 10:15:00,46.49,138.405,-50.54011903009403,0.698049856524553,0.4165286378132791,2.318195571562419,5e-07
2021-01-04 10:30:00,46.165,137.22,-50.5256372306131,0.6982188868441678,0.8810415778564007,3.3724546681304046,5e-07
2021-01-04 10:45:00,46.17,136.69,-50.50204223261871,0.6984089292781109,1.2065256895937395,3.3416250933680374,5e-07
2021-01-04 11:00:00,46.19,136.065,-50.46483326583249,0.698600483147835,1.5997585263223257,3.3111764007766142,5e-07
2021-01-04 11:15:00,46.23,135.57,-50.4152617275437,0.698773703908786,1.912510688629581,3.1206451463091893,5e-07
2021-01-04 11:30:00,46.19,135.415,-50.36545213318775,0.6989280575495002,1.9101092201221874,2.639779006097907,5e-07
2021-01-04 11:45:00,45.99,135.06,-50.31310741372704,0.6990429696661279,1.890363930619806,2.30916980764881,5e-07
2021-01-04 12:00:00,45.97,134.75,-50.25471682977547,0.6991315964432924,2.0167342090418217,2.233238405702671,5e-07
2021-01-04 12:15:00,45.96,134.84,-50.20333216725695,0.6992239635648808,1.8799729201684272,1.8934816418916334,5e-07
2021-01-04 12:30:00,45.84,134.335,-50.141853038470025,0.6992696430986276,2.0454655328158893,1.9445110830191972,5e-07
2021-01-04 12:45:00,45.92,134.91,-50.100162949217435,0.699360219843603,1.6694756901169683,1.4165228253836815,5e-07
2021-01-04 13:00:00,46.15,135.37,-50.068209310152696,0.6994811211212876,1.5294499439639893,1.2033502474677713,5e-07
2021-01-04 13:15:00,46.359,136.27,-50.053370757251834,0.6996173888399148,1.0755091800366472,0.6482588969435212,5e-07
2021-01-04 13:30:00,46.1125,135.8,-50.03454258473479,0.6997292934895846,1.1238045288491847,0.6922820561444235,5e-07
2021-01-04 13:45:00,46.28,136.2,-50.021389374219424,0.6998471042934578,0.9822137694504818,0.5119855033430976,5e-07
2021-01-04 14:00:00,46.01,135.8674,-50.007254087442085,0.6999394238675253,0.9183044090634809,0.4271911122057461,5e-07
2021-01-04 14:15:00,46.11,135.52,-49.98584620426823,0.7000387132574235,1.2265997836221914,0.7924425911835151,5e-07
2021-01-04 14:30:00,45.91,135.31,-49.96474663332927,0.7001178597121567,1.1417990356773515,0.6747476695953599,5e-07
2021-01-04 14:45:00,46.0,135.26,-49.94213436976724,0.7002000032464172,1.2330819306568586,0.7740164173481998,5e-07
2021-01-04 15:00:00,45.86,135.03,-49.918315049038604,0.7002664090738054,1.221341831802654,0.7454705528236899,5e-07
2021-01-04 15:15:00,45.865,135.39,-49.90274257960555,0.700336745479478,0.9491506091390391,0.39585302972991354,5e-07
2021-01-04 15:30:00,46.16,135.73,-49.88946551712611,0.7004272298599347,0.9804776082371802,0.4301977141225368,5e-07
2021-01-04 15:45:00,46.09,135.73,-49.87774973360938,0.7005087250268331,0.8877004857173318,0.306880935465706,5e-07
